datetime,vwc,ph,sal,lux
2023-06-29 11:35:41.661451,19.16656213516712,7.824015917499362,11.6806461644445,605.8851608909184
2023-06-29 11:35:46.670428,20.507939299679666,8.09830004702023,11.611884284393433,576.8391070304825
2023-06-29 11:35:51.698498,23.45127560865255,6.271778081087423,10.276226549606433,541.7753743512014
2023-06-29 11:35:56.726886,18.535740684720647,7.531090927070063,11.2776597445066,599.2687738171475
2023-06-29 11:36:01.759554,18.49513100346407,7.48489763100733,11.585175462976524,570.4803084686204
2023-06-29 11:36:06.804704,18.438612861916333,8.545483560263612,13.038885043216307,596.7029561028245
2023-06-29 11:36:11.851114,20.244672746412608,8.363833573015517,9.487369243604627,536.2849035622124
2023-06-29 11:36:16.884431,19.199988586209507,7.833512424890062,11.652738450793848,604.6234517776181
2023-06-29 11:36:21.992948,20.371362253303776,7.24819338590133,12.93064471738541,575.5642981172405
2023-06-29 11:36:27.022968,19.857873762794583,7.206567662573098,11.527433684550275,608.9380204833203
2023-06-29 11:36:32.054933,20.018001503909034,7.603941086943099,10.80600933937511,637.1173360816493
2023-06-29 11:36:37.089689,16.648573225753523,6.564760915439188,13.575379423269618,658.5985399392839
2023-06-29 11:36:42.123873,19.424002751886675,8.485115352552322,10.691852371235566,621.6012452512689
2023-06-29 11:36:47.162875,18.43357780299536,8.279630329759337,11.650947528134564,607.439603164673
2023-06-29 11:36:52.214554,22.952124929256616,6.570012261340217,12.047905544245122,516.7819114234549
2023-06-29 11:36:57.247996,16.850089085716338,8.915196488589388,10.175088381576446,711.8492136690425
2023-06-29 11:37:02.285374,15.864851581940112,7.247351539391436,9.832936881482459,527.0281395941355
2023-06-29 11:37:07.320772,15.69503093940741,7.939797973337019,10.37663733134638,613.6805680855863
2023-06-29 11:37:12.356219,17.427106808739623,5.028950894460079,8.21833043635165,540.0784630885788
2023-06-29 11:37:17.389206,19.65188835572544,7.7825628771477176,11.8402114261546,609.5803854761863
2023-06-29 11:37:22.424593,16.688306013028942,8.958577267185644,12.962993285792638,511.1749180619428
2023-06-29 11:37:27.456853,16.464448677252086,7.472977974351291,10.54935047878348,528.2783534378177
2023-06-29 11:37:32.490687,19.616277077177674,7.608919441725363,11.140026380227676,603.8527860455179
2023-06-29 11:37:37.526732,19.262235370347863,7.917435779431159,11.772658476953005,603.9958889266599
2023-06-29 11:37:42.559400,15.565410420356134,5.850110554823058,14.849027832206474,560.2556471620481
2023-06-29 11:37:47.594109,17.427484376590904,8.61932066313049,10.94096624411378,624.4669720717687
2023-06-29 11:37:52.628477,19.261776959153316,7.49951521627538,11.416722653580386,587.3554274168837
2023-06-29 11:37:57.677384,17.534773368889613,6.934868586918902,11.849503639114777,580.6327444939964
2023-06-29 11:38:02.710929,20.17766510039113,8.199743482031696,11.608055272312479,556.5348051379428
2023-06-29 11:38:07.750110,17.40988296229051,7.544396544648407,9.909603930651604,578.8325853103793
2023-06-29 11:38:12.800208,19.12822600210004,7.8800708766347105,11.849169954140235,598.3597916630306
2023-06-29 11:38:17.880590,18.35735623412659,6.636114533673295,12.559612783644953,525.6251927853227
2023-06-29 11:38:22.914141,19.799976054573687,7.092479586507796,12.075763564760893,587.3700311935567
2023-06-29 11:38:27.956179,18.25070399928261,8.818569161829606,10.498828966050235,596.8747729548015
2023-06-29 11:38:32.989934,21.714418154522672,6.807236979415899,9.369532695319975,584.2149415816491
2023-06-29 11:38:38.025642,18.03898988287775,7.70167048315496,12.548525806611487,563.0875556265007
2023-06-29 11:38:43.068516,20.502898093334764,8.25887374034832,11.42503472705941,569.6988853776302
2023-06-29 11:38:48.108872,20.08963722302192,8.816029628543953,11.072146667005603,643.5829811830806
2023-06-29 11:38:53.144042,19.223381398303783,7.781004427139276,11.805269266714099,614.121317243292
2023-06-29 11:38:58.187445,19.242409413027207,7.987917700209714,11.535709840265062,609.7376482505346
2023-06-29 11:39:03.237586,18.08092566105657,7.087615968109337,11.412907013515877,562.2633804202532
2023-06-29 11:39:08.275042,19.56148441651243,7.720059891418819,11.517215169774758,598.6630236925188
2023-06-29 11:39:13.313598,17.07964871643684,7.700303095860476,13.39069518547214,564.2037785171057
2023-06-29 11:39:18.351615,18.759183574489562,8.316674305387203,12.326211786626821,584.418129220978
2023-06-29 11:39:23.424163,17.112256963410495,7.332145087908826,9.660936401395448,567.8595684789075
2023-06-29 11:39:28.464299,17.518496920033055,7.262344313632124,12.572223252284529,707.9797863376722
2023-06-29 11:39:33.551948,19.399025506669147,7.865203471499837,11.468718473735429,614.1971385723798
2023-06-29 11:39:38.596231,19.244196483584872,7.699435539614066,12.047454379651995,615.9153597655089
2023-06-29 11:39:43.654224,22.633918878116987,6.32825713695518,9.163318449553124,470.4703517729114
2023-06-29 11:39:48.703093,19.823683308305966,7.737800594094214,11.871364896641872,603.9219993884424
2023-06-29 11:39:53.769890,20.376524422434283,7.348792725691755,10.627193156157873,697.2881171928028
2023-06-29 11:39:58.805086,19.536660561244933,7.4912570204058175,11.487053290459475,594.8419592362837
